source_host,url,canonical_url,title,description,start_date,end_date,venue,address,city_guess,price,currency,image,images,organizer,tags,scraped_at
www.district.in,https://www.district.in/events/the-booyah-awards-2026-buy-tickets,https://www.district.in/events/the-booyah-awards-2026-buy-tickets,The Booyah Awards 2026,$1f,2026-06-06T06:30:00.000Z,2026-06-06T13:00:00.000Z,INDIA EXPO CENTRE & MART,Greater Noida,Greater Noida,0,INR,"https://media.insider.in/image/upload/c_crop,g_custom,q_auto/v1778752071/s7mmq8n4coyumzszpczm.jpg","[""https://media.insider.in/image/upload/c_crop,g_custom,q_auto/v1778752071/s7mmq8n4coyumzszpczm.jpg"",""https://media.insider.in/image/upload/c_crop,g_custom,q_auto/v1778752085/af2gqhmpjoqpwk4ggabn.jpg"",""https://cdn.district.in/assets/prod/events/publisher/event_gallery/2026-05-15/14/45/52/95c6af60-81ec-4509-8fba-2bd97a7b82f6.jpg"",""https://cdn.district.in/assets/prod/events/publisher/event_gallery/2026-05-15/14/45/44/0269a0fe-dba5-4edc-97a3-6c2dd51bd2e5.jpg"",""https://cdn.district.in/assets/prod/events/publisher/event_gallery/2026-05-15/14/45/41/adfca2a7-d360-4490-9902-f4735545c998.jpg"",""https://cdn.district.in/assets/prod/events/publisher/event_gallery/2026-05-15/14/45/46/43d67370-bba4-40d8-8f6d-4f4eb301303c.jpg"",""https://cdn.district.in/assets/prod/events/publisher/event_gallery/2026-05-15/14/45/50/94681ea4-2b01-4a9c-bd88-55bdaa085e2d.jpg"",""https://cdn.district.in/assets/prod/events/publisher/event_gallery/2026-05-15/14/45/27/5fcbf0af-27bf-4580-96e7-bf7d97afd620.jpg"",""https://cdn.district.in/assets/prod/events/publisher/event_gallery/2026-05-15/14/45/48/07f1d3be-8268-4432-bdb3-4667d4ec5ed9.jpg"",""https://cdn.district.in/assets/prod/events/publisher/event_gallery/2026-05-15/14/45/39/af7a2a28-f211-4496-a948-717405d6b7a1.jpg""]",UPTHRUST ESPORTS PRIVATE LIMITED,The Booyah Awards 2026|Performances|Esports|Award Shows,2026-05-17T13:59:15.213Z
www.district.in,https://www.district.in/events/clean-comedy-night-may25-2024-buy-tickets,https://www.district.in/events/clean-comedy-night-may25-2024-buy-tickets,Standup in Hauz Khas - A Standup Comedy Lineup,Buy Tickets for Standup in Hauz Khas - A Standup Comedy Lineup!,,,,,,,,"https://media.insider.in/image/upload/c_crop,g_custom/v1749449149/m6w1ansjsuz5yfz3amnj.png","[""https://media.insider.in/image/upload/c_crop,g_custom/v1749449149/m6w1ansjsuz5yfz3amnj.png""]",,,2026-05-17T13:59:15.269Z
www.district.in,https://www.district.in/events/cooldown-presents-open-air-jamming-event-mar14-2026-buy-tickets,https://www.district.in/events/cooldown-presents-open-air-jamming-event-mar14-2026-buy-tickets,Cooldown Presents - A Quality Jamming Show,$20,2026-05-23T14:30:00.000Z,2026-05-30T17:30:00.000Z,Convose,Gurgaon,Gurgaon,200 onwards,INR,"https://media.insider.in/image/upload/c_crop,g_custom/v1775900822/vn74bt71j4kkxbbeooie.jpg","[""https://media.insider.in/image/upload/c_crop,g_custom/v1775900822/vn74bt71j4kkxbbeooie.jpg"",""https://media.insider.in/image/upload/c_crop,g_custom/v1775900925/j37yjqdlyvuzkelca00j.png""]",WEBREWMARKETING PRIVATE LIMITED (Haryana - 1),Cooldown Presents - A Quality Jamming Show|Music|Jams,2026-05-17T13:59:15.392Z
www.district.in,https://www.district.in/events/adult-jokes-only-jan9-2026-buy-tickets,https://www.district.in/events/adult-jokes-only-jan9-2026-buy-tickets,Adult Jokes Only,"Our adult-only comedy show promises an unforgettable experience, where laughter knows no boundaries and every punchline is delivered with finesse.     Poster Comedians may or may not be included in the lineup",2026-05-17T14:30:00.000Z,2026-06-05T17:45:00.000Z,TOT Studio,New Delhi,New Delhi,1 onwards,INR,"https://media.insider.in/image/upload/c_crop,g_custom/v1767772694/wqyax09vaf1gzbn0luis.jpg","[""https://media.insider.in/image/upload/c_crop,g_custom/v1767772694/wqyax09vaf1gzbn0luis.jpg"",""https://media.insider.in/image/upload/c_crop,g_custom/v1767772713/prghbdpwgtu9yshuau6a.jpg"",""https://media.insider.in/image/upload/w_800/v1778147280/fnfmihshyknfmhyz1l7r.jpg"",""https://media.insider.in/image/upload/w_800/v1777529942/pjzks6je7lmdthvvuqdk.jpg"",""https://media.insider.in/image/upload/w_800/v1777644298/nvehdjcwfbybtnjgvrij.jpg"",""https://media.insider.in/image/upload/w_800/v1767860152/qak12cicj79zwovcro31.jpg"",""https://media.insider.in/image/upload/w_800/v1767860152/xzfynbze3ks7gcytxkpe.jpg"",""https://media.insider.in/image/upload/w_800/v1767860152/ec5jdrjw4eznq7zt8rwp.jpg"",""https://media.insider.in/image/upload/w_800/v1767860152/qmuzqlykhmdpeq6f1szn.jpg"",""https://media.insider.in/image/upload/w_800/v1767860152/zaf0uo9oztz8elgryfpq.jpg"",""https://media.insider.in/image/upload/w_800/v1767860152/duei1e7ccffvgotub4ez.jpg"",""https://media.insider.in/image/upload/w_800/v1767860154/c7ympe1i6atezuq6ljcq.jpg"",""https://media.insider.in/image/upload/w_800/v1767860188/ksjkewfdqsmvzk4ztb9k.jpg"",""https://media.insider.in/image/upload/w_800/v1767860188/h6foqginlrrt19fo2a2x.jpg"",""https://media.insider.in/image/upload/w_800/v1777529942/cefitaruvlc5izsvojfr.jpg"",""https://media.insider.in/image/upload/w_800/v1777644342/yz2qp16siqqulpwf5pd4.jpg"",""https://media.insider.in/image/upload/w_800/v1777644343/asm6blaxotss47ovdhqg.jpg"",""https://media.insider.in/image/upload/w_800/v1778147314/vb2xgoekxgctqzwx6cgd.jpg"",""https://media.insider.in/image/upload/w_800/v1777644362/gm8gzozrtongrlk14mvy.jpg"",""https://media.insider.in/image/upload/w_800/v1777644362/vmruonn1mr7sa8bw2gpm.jpg""]",TRIBAL SIERRA CAFE LLP,Adult Jokes Only|Comedy|Standup,2026-05-17T13:59:15.409Z
www.district.in,https://www.district.in/events/sex-jokes-night-mar14-2025-buy-tickets,https://www.district.in/events/sex-jokes-night-mar14-2025-buy-tickets,Sex Jokes Night,Buy Tickets for Sex Jokes Night !,,,,,,,,"https://media.insider.in/image/upload/c_crop,g_custom/v1741943895/xyvvbg7hviaqiief5qy7.jpg","[""https://media.insider.in/image/upload/c_crop,g_custom/v1741943895/xyvvbg7hviaqiief5qy7.jpg""]",,,2026-05-17T13:59:15.628Z
www.district.in,https://www.district.in/events/niladri-kumar-ekka-tour-2026-delhi-buy-tickets,https://www.district.in/events/niladri-kumar-ekka-tour-2026-delhi-buy-tickets,Niladri Kumaar EKKA Tour 2026 | Delhi,Buy Tickets for Niladri Kumaar EKKA Tour 2026 | Delhi!,,,,,Delhi,,,"https://media.insider.in/image/upload/c_crop,g_custom,q_auto/v1777890707/skddnevnsyxwauhq3fsn.png","[""https://media.insider.in/image/upload/c_crop,g_custom,q_auto/v1777890707/skddnevnsyxwauhq3fsn.png""]",,,2026-05-17T13:59:15.644Z
www.district.in,https://www.district.in/events/singles-meetup-may2-2026-buy-tickets,https://www.district.in/events/singles-meetup-may2-2026-buy-tickets,Singles Meetup,"Singles Meetup | Social Mixer 💫   Step into a lively and welcoming space designed for meaningful connections.   Singles Meetup  is a relaxed social mixer where you can meet like-minded people, spark conversations, and enjoy a fun evening without any pressure.  Whether you’re looking to make new connections, share stories, or simply enjoy good company, this event creates the perfect environment to break the ice and connect naturally 🤝.  With engaging interactions and a comfortable vibe, it’s all about being yourself and enjoying the moment. No awkward setups—just genuine conversations and a chance to meet someone new.  Expect great energy, interesting people, and a refreshing social experience ✨.   Come single, leave with a connection. 💛     ﻿Please note: An additional cover charge of INR 300 per person is to be paid at the venue which is fully redeemable on food & beverages.",2026-05-23T11:45:00.000Z,2026-06-14T13:00:00.000Z,Conscious coffee cravings(Co-work-out),New Delhi,New Delhi,299 onwards,INR,"https://media.insider.in/image/upload/c_crop,g_custom,q_auto/v1777555091/us2drfz0im1m4eqfewo8.jpg","[""https://media.insider.in/image/upload/c_crop,g_custom,q_auto/v1777555091/us2drfz0im1m4eqfewo8.jpg"",""https://media.insider.in/image/upload/c_crop,g_custom,q_auto/v1777555071/am6dmpv5kb413n564mgc.jpg""]",CONN6 SOCIAL PARTNERS LLP,Singles Meetup|Social Mixers|Community Meetups,2026-05-17T13:59:15.806Z
www.district.in,https://www.district.in/events/all-stars-live-apr12-2026-buy-tickets,https://www.district.in/events/all-stars-live-apr12-2026-buy-tickets,All Stars Live,"A comedy show where the lineup is a mystery… but the laughs are guaranteed!   Our Surprise Lineup Show brings together a mix of rising stars and experienced comics, all performing live in one unforgettable night. No spoilers, no announcements — just pure comedy, back-to-back.   Join us for an evening where the only expectation is to laugh.",2026-05-17T13:30:00.000Z,2026-05-29T16:45:00.000Z,Highlane Comedy Club,Noida,Noida,299 onwards,INR,"https://media.insider.in/image/upload/c_crop,g_custom/v1775801595/bgo1soefvyq5fbjz4rze.png","[""https://media.insider.in/image/upload/c_crop,g_custom/v1775801595/bgo1soefvyq5fbjz4rze.png"",""https://media.insider.in/image/upload/c_crop,g_custom/v1775801610/heorximjuae583loffim.png""]",BHAGIRATHI BISHT,All Stars Live|Comedy|Standup,2026-05-17T13:59:15.838Z
www.district.in,https://www.district.in/events/chitrahar-apr12-2026-buy-tickets,https://www.district.in/events/chitrahar-apr12-2026-buy-tickets,Chitrahar,"Chitrahar  is a nostalgic celebration of classic Bollywood songs and timeless melodies.  Relive the charm of old-school music that once lit up our TV screens.  Sing along, enjoy the retro vibes, and celebrate the golden era of Bollywood.  A perfect evening of music, memories, and pure nostalgia. 🎶✨",2026-05-17T14:30:00.000Z,2026-07-05T18:29:00.000Z,Zyxx Cafe & Bar,Gurgaon,Gurgaon,200 onwards,INR,"https://media.insider.in/image/upload/c_crop,g_custom/v1775899611/n4hfikvwcfonckl2i8kq.jpg","[""https://media.insider.in/image/upload/c_crop,g_custom/v1775899611/n4hfikvwcfonckl2i8kq.jpg"",""https://media.insider.in/image/upload/c_crop,g_custom/v1775899629/p34n9oboavicoxg5hvgt.jpg""]",SARLA GARG (Haryana - 1),Chitrahar|Music|Live Gigs,2026-05-17T13:59:15.997Z
www.district.in,https://www.district.in/events/noorani-shaam-saturday-the-big-tree-gurgaon-mar28-2026-buy-tickets,https://www.district.in/events/noorani-shaam-saturday-the-big-tree-gurgaon-mar28-2026-buy-tickets,Noorani Shaam Saturday - The Big Tree Gurgaon,"Soulful Sufi evenings filled with depth, devotion, and magic.",2026-05-23T15:30:00.000Z,2026-06-20T17:30:00.000Z,"The Big Tree Cafe | Sector 54, Gurgaon",Gurgaon,Gurgaon,200 onwards,INR,"https://media.insider.in/image/upload/c_crop,g_custom/v1774435140/jhc8nk5igprecjsvya7d.png","[""https://media.insider.in/image/upload/c_crop,g_custom/v1774435140/jhc8nk5igprecjsvya7d.png"",""https://media.insider.in/image/upload/c_crop,g_custom/v1774435149/wyhcyqcnm3utsrwmnfpm.png""]",BTC CAFE (Gurgaon),Noorani Shaam Saturday - The Big Tree Gurgaon|Music|Live Gigs,2026-05-17T13:59:15.982Z
